,date,close,diff,open,high,low,volume
3832,2006-08-16,37200,350,37000,38350,37000,382301
3833,2006-08-14,36850,500,36050,37050,36050,158562
3834,2006-08-11,36350,300,37000,37250,36200,208850
3835,2006-08-10,36650,700,37200,37200,36050,277970
3836,2006-08-09,37350,50,37300,38100,36750,385788
3837,2006-08-08,37400,1450,35900,37500,35900,514241
3838,2006-08-07,35950,500,36600,37350,35600,376530
3839,2006-08-04,36450,1950,34500,36850,34450,551598
3840,2006-08-03,34500,550,35050,35650,34150,363572
3841,2006-08-02,35050,1250,33800,35500,33800,412956
3842,2006-08-01,33800,450,33900,34950,33800,203548
3843,2006-07-31,34250,150,34300,34500,33550,286517
3844,2006-07-28,34400,650,34600,35000,34200,221280
3845,2006-07-27,35050,100,35150,35200,34600,166221
3846,2006-07-26,35150,350,35000,35150,34150,269914
3847,2006-07-25,34800,300,34800,35200,34550,165923
3848,2006-07-24,34500,200,34300,34550,33650,184237
3849,2006-07-21,34300,350,34100,34600,33800,261191
3850,2006-07-20,34650,600,34500,34800,34200,414836
3851,2006-07-19,34050,550,34600,34650,33400,269493
3852,2006-07-18,34600,50,34400,34850,34150,434557
3853,2006-07-14,34650,550,34350,34950,34000,332096
3854,2006-07-13,35200,200,34700,36000,34300,752362
3855,2006-07-12,35000,100,34950,35650,34200,572134
3856,2006-07-11,34900,550,34350,35250,33800,629340
3857,2006-07-10,34350,1300,32700,34650,32700,834786
3858,2006-07-07,33050,2250,31400,33100,31300,1645017
3859,2006-07-06,30800,200,30700,31050,30700,524787
3860,2006-07-05,31000,600,30500,31250,30350,728564
3861,2006-07-04,31600,150,31950,31950,31300,603624
3862,2006-07-03,31750,1250,32850,33000,31600,507475
3863,2006-06-30,33000,1000,32800,33050,32400,581232
3864,2006-06-29,32000,0,32100,32500,31750,727916
3865,2006-06-28,32000,400,30900,32000,30700,345547
3866,2006-06-27,31600,600,30950,32050,30800,344743
3867,2006-06-26,31000,500,31100,31300,29850,825328
3868,2006-06-23,31500,1800,32500,32600,31000,703352
3869,2006-06-22,33300,600,34100,34300,32500,739695
3870,2006-06-21,33900,200,34150,34150,33400,388557
3871,2006-06-20,33700,550,33700,33950,33650,396354
3872,2006-06-19,34250,950,35200,35200,33700,377043
3873,2006-06-16,35200,300,35450,35500,35000,378897
3874,2006-06-15,34900,100,35300,35500,34350,275945
3875,2006-06-14,35000,300,34350,35550,34300,186960
3876,2006-06-13,34700,450,34600,34700,34200,269998
3877,2006-06-12,35150,250,34600,35350,34450,282309
3878,2006-06-09,34900,50,36400,36400,34350,386599
3879,2006-06-08,34950,1000,35500,35650,34550,425681
3880,2006-06-07,35950,1750,37600,37600,35650,448180
3881,2006-06-05,37700,100,37700,37750,36800,244273
3882,2006-06-02,37600,450,38150,38350,37350,268684
3883,2006-06-01,38050,400,38650,38650,37750,293639
3884,2006-05-30,38450,200,38500,38600,37850,284297
3885,2006-05-29,38650,550,38150,38650,37650,359746
3886,2006-05-26,38100,450,38900,39000,37450,615282
3887,2006-05-25,38550,750,39300,39350,38450,370121
3888,2006-05-24,39300,600,39700,39800,38900,355392
3889,2006-05-23,39900,600,40500,40700,39900,335114
3890,2006-05-22,40500,700,40900,41050,39850,378468
3891,2006-05-19,41200,650,40300,41750,39950,513845
3892,2006-05-18,40550,250,39200,40550,39200,336559
3893,2006-05-17,40300,0,40100,40300,39500,398196
3894,2006-05-16,40300,200,40400,40800,40150,293224
3895,2006-05-15,40500,700,40750,41100,39950,324488
3896,2006-05-12,41200,550,40400,41450,40400,393785
3897,2006-05-11,40650,250,40400,40950,40350,309637
3898,2006-05-10,40400,100,40500,40700,39850,579578
3899,2006-05-09,40500,950,41000,41150,40450,369875
3900,2006-05-08,41450,50,41950,41950,40950,280959
3901,2006-05-04,41500,250,42000,42050,41150,204157
3902,2006-05-03,41750,100,41700,42050,41500,422588
3903,2006-05-02,41650,50,41600,42100,41000,375241
3904,2006-04-28,41600,800,42300,42300,40750,702363
3905,2006-04-27,42400,400,43000,43000,41200,849135
3906,2006-04-26,42800,2300,40900,42800,40700,575778
3907,2006-04-25,40500,50,40450,41800,40450,487706
3908,2006-04-24,40450,200,40150,41350,40100,569261
3909,2006-04-21,40650,450,40500,41000,40200,1099044
3910,2006-04-20,40200,2400,42050,42300,39700,2153813
3911,2006-04-19,42600,2300,44600,44800,42150,1682638
3912,2006-04-18,44900,650,44250,45000,43600,527221
3913,2006-04-17,44250,1550,45800,45800,43900,547558
3914,2006-04-14,45800,2100,43950,45800,43900,715710
3915,2006-04-13,43700,350,43300,43950,43250,348567
3916,2006-04-12,43350,350,43200,43650,42850,381004
3917,2006-04-11,43700,150,43850,44200,43500,286806
3918,2006-04-10,43850,500,43050,44300,43000,340702
3919,2006-04-07,43350,100,43250,43750,42800,284227
3920,2006-04-06,43250,200,43450,43850,43150,413534
3921,2006-04-05,43050,1250,44250,44300,43050,623934
3922,2006-04-04,44300,50,44400,44900,44300,343271
3923,2006-04-03,44350,200,44250,44950,43800,353075
3924,2006-03-31,44150,1000,43150,44400,43100,364300
3925,2006-03-30,43150,150,42950,43300,42700,335940
3926,2006-03-29,43000,300,42700,43200,42400,227619
3927,2006-03-28,43300,600,43300,43750,42750,273894
3928,2006-03-27,43900,750,44100,44400,43450,373692
3929,2006-03-24,44650,1750,42900,44800,42400,633649
3930,2006-03-23,42900,700,43450,44100,41700,973173
3931,2006-03-22,43600,1700,45000,45000,42900,717389
3932,2006-03-21,45300,200,45850,46100,45300,262510
3933,2006-03-20,45500,150,45350,46300,45200,296609
3934,2006-03-17,45350,1650,46950,47000,45050,705119
3935,2006-03-16,47000,200,47400,47850,46950,172807
3936,2006-03-15,47200,200,46900,47500,46900,213657
3937,2006-03-14,47400,400,48000,48000,46350,409504
3938,2006-03-13,47800,700,47750,48600,47650,282840
3939,2006-03-10,47100,300,46700,47700,46450,228804
3940,2006-03-09,46800,350,46800,47650,46800,227496
3941,2006-03-08,47150,550,46800,47200,46550,505259
3942,2006-03-07,46600,2300,48300,48650,46500,520183
3943,2006-03-06,48900,400,48250,48900,48150,228578
3944,2006-03-03,48500,650,48900,49300,48050,378523
3945,2006-03-02,49150,0,49500,49700,48900,294889
3946,2006-02-28,49150,100,49150,49500,48900,404179
3947,2006-02-27,49050,900,49600,49950,48750,415381
3948,2006-02-24,49950,1000,49400,50200,49100,702921
3949,2006-02-23,48950,550,49950,49950,48300,712920
3950,2006-02-22,49500,1500,50800,51000,48800,921444
3951,2006-02-21,51000,1100,52000,52100,50800,619924
3952,2006-02-20,52100,700,53300,53400,51100,404894
3953,2006-02-17,52800,0,53600,53600,51900,237277
3954,2006-02-16,52800,300,53000,53800,51900,303664
3955,2006-02-15,52500,1000,52000,53200,51200,343089
3956,2006-02-14,51500,1000,50100,51500,50100,256147
3957,2006-02-13,50500,700,51200,51200,50200,233140
3958,2006-02-10,51200,400,51200,51600,50400,282528
3959,2006-02-09,50800,1100,52700,52700,50100,420613
3960,2006-02-08,51900,1200,52500,54000,51300,143612
3961,2006-02-07,53100,2300,50800,53700,50800,395063
3962,2006-02-06,50800,800,50000,51800,49950,328076
3963,2006-02-03,50000,2500,52000,52000,49400,336057
3964,2006-02-02,52500,1100,53900,54500,51500,327555
3965,2006-02-01,53600,300,52600,53800,52600,239252
3966,2006-01-31,53900,400,53500,54100,52500,187608
3967,2006-01-27,53500,0,53500,53700,52400,291953
3968,2006-01-26,53500,2500,51300,53600,50100,721018
3969,2006-01-25,51000,1200,50100,51700,50100,400417
3970,2006-01-24,49800,1200,51000,51600,48800,626483
3971,2006-01-23,51000,1300,51800,52000,49800,289669
3972,2006-01-20,52300,2600,53500,54900,52300,167419
3973,2006-01-19,54900,1000,53400,54900,52900,255781
3974,2006-01-18,53900,2800,55300,56000,53500,365001
3975,2006-01-17,56700,1600,58000,58000,56500,200772
3976,2006-01-16,58300,600,58000,58900,57800,137784
3977,2006-01-13,58900,1100,58000,59000,57100,109636
3978,2006-01-12,57800,1800,56000,58300,56000,265474
3979,2006-01-11,56000,200,56200,58100,56000,210553
3980,2006-01-10,56200,2200,57700,58000,56200,292170
3981,2006-01-09,58400,1000,59100,59500,58000,278195
3982,2006-01-06,59400,2800,56300,59500,56200,405415
3983,2006-01-05,56600,600,57200,57900,56200,212014
3984,2006-01-04,57200,400,57400,57500,55800,268443
3985,2006-01-03,56800,700,57000,57000,55500,218335
3986,2006-01-02,57500,500,56300,57500,56000,132523
3987,2005-12-29,57000,0,57400,57400,56100,198557
3988,2005-12-28,57000,0,56000,57100,55600,119102
3989,2005-12-27,57000,800,57700,57700,56200,148459
3990,2005-12-26,57800,700,57200,58300,56900,191513
3991,2005-12-23,57100,3700,53600,57100,53400,448897
3992,2005-12-22,53400,1300,52300,53500,52100,415380
3993,2005-12-21,52100,1300,53200,53200,52100,167115
3994,2005-12-20,53400,1200,51800,53400,51300,231622
3995,2005-12-19,52200,1400,50700,52300,50600,246417
3996,2005-12-16,50800,1900,51600,52400,50700,211630
3997,2005-12-15,52700,300,53000,53400,51300,280651
3998,2005-12-14,53000,700,53700,53800,52400,392532
3999,2005-12-13,53700,300,54200,54300,53400,217890
4000,2005-12-12,54000,1200,52800,54000,52800,349858
4001,2005-12-09,52800,0,52200,53200,52200,209236
4002,2005-12-08,52800,200,52600,53200,52200,255906
4003,2005-12-07,53000,1100,51500,53200,51400,442829
4004,2005-12-06,51900,800,52400,52800,51800,208890
4005,2005-12-05,52700,200,52600,53500,52400,237866
4006,2005-12-02,52900,600,53200,53800,52500,287883
4007,2005-12-01,53500,1000,51600,53500,51600,263248
4008,2005-11-30,52500,500,52000,53400,52000,287360
4009,2005-11-29,53000,900,53200,54000,52300,209935
4010,2005-11-28,53900,1400,52200,53900,51600,210697
4011,2005-11-25,52500,400,51600,52800,50300,326298
4012,2005-11-24,52100,800,52600,52900,51700,383000
4013,2005-11-23,52900,600,52300,54000,51800,381570
4014,2005-11-22,52300,200,52200,52800,51000,244783
4015,2005-11-21,52500,1500,51200,53300,51200,585046
4016,2005-11-18,51000,500,51100,51200,50700,318073
4017,2005-11-17,51500,2300,49300,51500,49300,640387
4018,2005-11-16,49200,1600,50800,51000,48850,562973
4019,2005-11-15,50800,300,50500,51000,50300,317830
4020,2005-11-14,50500,500,51000,51000,49950,224338
4021,2005-11-11,51000,1400,49800,51400,49800,764281
4022,2005-11-10,49600,100,49550,49900,48750,417080
4023,2005-11-09,49700,1100,48700,49700,48550,392630
4024,2005-11-08,48600,1000,47700,49100,47450,334012
4025,2005-11-07,47600,900,48500,48850,47300,331371
4026,2005-11-04,48500,850,47550,48500,47300,297210
4027,2005-11-03,47650,600,47500,48450,47100,325600
4028,2005-11-02,47050,900,45800,47050,45650,380279
4029,2005-11-01,46150,450,45900,46450,45750,304270
4030,2005-10-31,45700,200,45900,46000,45000,220261
4031,2005-10-28,45900,100,45200,45900,44800,153480
4032,2005-10-27,46000,250,45800,46400,45050,231017
4033,2005-10-26,46250,150,46000,47000,45750,379171
4034,2005-10-25,46100,250,46500,46950,45550,272093
4035,2005-10-24,46350,100,46000,46550,45600,482761
4036,2005-10-21,46450,400,46600,47000,45500,369860
4037,2005-10-20,46850,150,47000,47200,44800,687921
4038,2005-10-19,47000,1350,47200,48000,46500,228800
4039,2005-10-18,48350,450,48400,49050,47300,372160
4040,2005-10-17,48800,950,48750,49550,47900,587078
4041,2005-10-14,47850,350,47700,48950,47500,354491
4042,2005-10-13,47500,700,47150,48100,46450,439223
4043,2005-10-12,48200,450,48650,48650,47100,287901
4044,2005-10-11,48650,50,48300,48800,48200,277830
4045,2005-10-10,48600,2100,46500,49500,46450,799449
4046,2005-10-07,46500,950,45000,46900,45000,704740
4047,2005-10-06,45550,0,45700,45700,44700,292454
4048,2005-10-05,45550,350,45500,46800,45300,496080
4049,2005-10-04,45200,300,44200,45850,44200,371610
4050,2005-09-30,44900,100,45000,45150,44350,340067
4051,2005-09-29,45000,250,45500,45600,44800,518360
4052,2005-09-28,44750,350,44800,46500,44000,921860
4053,2005-09-27,44400,400,44200,44450,43500,338572
4054,2005-09-26,44000,100,43900,44100,43300,550555
4055,2005-09-23,44100,1100,45200,45200,43900,503492
4056,2005-09-22,45200,200,45400,45900,45000,242936
4057,2005-09-21,45400,600,44900,45650,44800,363126
4058,2005-09-20,44800,700,44100,45050,43800,481303
4059,2005-09-16,44100,0,44100,44100,43350,143611
4060,2005-09-15,44100,200,43400,44100,43400,329570
4061,2005-09-14,43900,1450,42450,43950,42400,361421
4062,2005-09-13,42450,1100,43600,44000,42450,399490
4063,2005-09-12,43550,400,43500,43750,43200,387975
4064,2005-09-09,43150,350,43250,43350,42300,201287
4065,2005-09-08,42800,450,43400,43500,42650,436148
4066,2005-09-07,43250,1100,42350,44100,42300,652042
4067,2005-09-06,42150,400,42500,43000,42000,477206
4068,2005-09-05,42550,550,42100,43150,42100,537843
4069,2005-09-02,42000,500,42650,42700,41450,333560
4070,2005-09-01,42500,200,42500,42700,41750,489950
4071,2005-08-31,42300,400,41200,42300,41200,345348
4072,2005-08-30,41900,250,42100,42300,41300,435671
4073,2005-08-29,41650,500,41500,42000,41250,378543
4074,2005-08-26,42150,300,41850,42950,41850,649771
4075,2005-08-25,41850,450,41100,42200,41000,737074
4076,2005-08-24,41400,50,41450,41500,40900,572663
4077,2005-08-23,41450,450,41400,41650,40800,646791
4078,2005-08-22,41000,1900,39500,41100,39400,1186538
4079,2005-08-19,39100,50,38800,39600,38700,347603
4080,2005-08-18,39050,600,40100,40100,38900,357744
4081,2005-08-17,39650,200,39200,39900,39050,317186
4082,2005-08-16,39850,250,40500,40650,39500,331902
4083,2005-08-12,40100,1100,39700,40400,39150,991449
4084,2005-08-11,39000,1100,37900,39050,37900,527653
4085,2005-08-10,37900,200,37700,38300,37500,370308
4086,2005-08-09,37700,200,37850,38000,37400,578603
4087,2005-08-08,37900,500,38000,38050,37600,294945
4088,2005-08-05,38400,600,38500,38750,37600,357263
4089,2005-08-04,39000,650,38350,39000,37750,657636
4090,2005-08-03,38350,300,38200,38650,38150,434115
4091,2005-08-02,38050,50,38000,38500,38000,439358
4092,2005-08-01,38000,0,38000,38300,37800,213299
4093,2005-07-29,38000,850,38850,38950,37350,1118587
4094,2005-07-28,38850,400,39250,39600,38450,534145
4095,2005-07-27,39250,250,39250,40100,39000,365593
4096,2005-07-26,39000,1300,40300,40400,38800,529564
4097,2005-07-25,40300,200,39750,40400,39750,131689
4098,2005-07-22,40100,600,38550,40200,38550,364763
4099,2005-07-21,39500,450,40000,40300,39150,285173
4100,2005-07-20,39950,150,40300,40850,39900,344626
4101,2005-07-19,40100,100,40400,40500,39700,322884
4102,2005-07-18,40200,300,40400,40500,39850,324093
4103,2005-07-15,39900,50,40000,40450,39500,433556
4104,2005-07-14,39850,1050,38950,40100,38800,519995
4105,2005-07-13,38800,250,38700,39050,38150,206976
4106,2005-07-12,38550,400,38350,38650,38050,432334
4107,2005-07-11,38150,800,37700,38250,37550,232856
4108,2005-07-08,37350,100,37450,37700,37300,164886
4109,2005-07-07,37450,300,37600,38050,37400,321454
4110,2005-07-06,37750,100,37600,37800,37350,249950
4111,2005-07-05,37650,100,37650,38050,37550,199404
4112,2005-07-04,37750,250,37550,38050,37550,327486
4113,2005-07-01,37500,300,37550,37750,37150,697143
4114,2005-06-30,37800,650,38000,38200,37800,412925
4115,2005-06-29,38450,550,39100,39400,38450,265095
4116,2005-06-28,39000,0,38900,39450,38850,201121
4117,2005-06-27,39000,500,39000,39300,38600,208393
4118,2005-06-24,39500,300,39500,40150,38700,297180
4119,2005-06-23,39800,150,39800,39950,39400,176182
4120,2005-06-22,39950,750,38900,39950,38750,183002
4121,2005-06-21,39200,150,38850,39600,38850,215807
4122,2005-06-20,39350,200,39500,39500,39050,165006
4123,2005-06-17,39550,650,40000,40200,39400,265921
4124,2005-06-16,40200,50,40450,40500,39900,321647
4125,2005-06-15,40150,1150,39150,40200,39000,515630
4126,2005-06-14,39000,600,38400,39200,38350,342058
4127,2005-06-13,38400,200,38900,38950,38250,244952
4128,2005-06-10,38600,1300,37350,38850,37350,613630
4129,2005-06-09,37300,600,37550,37700,37000,518085
4130,2005-06-08,37900,300,37300,38200,37300,297449
4131,2005-06-07,37600,250,37950,38200,37500,218027
4132,2005-06-03,37850,350,37500,38100,37250,256012
4133,2005-06-02,37500,650,36900,37500,36900,346201
4134,2005-06-01,36850,100,36750,37250,36700,272074
4135,2005-05-31,36750,250,36900,37000,36550,161292
4136,2005-05-30,37000,100,37100,37250,36650,181123
4137,2005-05-27,37100,150,36950,37300,36950,261391
4138,2005-05-26,36950,0,36900,37100,36900,177134
4139,2005-05-25,36950,750,37700,37700,36800,208926
4140,2005-05-24,37700,100,37650,37850,37050,268262
4141,2005-05-23,37800,100,37900,38500,37650,149632
4142,2005-05-20,37900,900,36900,38000,36900,346363
4143,2005-05-19,37000,700,36450,37050,36400,465091
4144,2005-05-18,36300,0,36300,36700,35950,303198
4145,2005-05-17,36300,100,36400,36700,36050,156255
4146,2005-05-16,36400,300,36250,36600,36250,272950
4147,2005-05-13,36100,700,36800,36850,35750,288374
4148,2005-05-12,36800,400,37200,37500,36800,202955
4149,2005-05-11,37200,0,37200,37700,37150,414173
4150,2005-05-10,37200,500,37700,37850,36950,378515
4151,2005-05-09,37700,1150,38850,38900,37400,391438
4152,2005-05-06,38850,50,38800,38850,38200,413127
4153,2005-05-04,38800,350,38700,38950,38600,433810
4154,2005-05-03,38450,300,38300,38650,38150,254102
4155,2005-05-02,38150,300,37900,38200,37850,156920
4156,2005-04-29,37850,350,37250,38200,37150,359123
4157,2005-04-28,38200,200,38500,38750,37450,367623
4158,2005-04-27,38400,600,38900,39250,38300,233106
4159,2005-04-26,39000,600,39600,40050,38950,215776
4160,2005-04-25,39600,50,39750,40000,39050,129175
4161,2005-04-22,39650,0,39950,40050,39300,355030
4162,2005-04-21,39650,150,38700,39800,38450,120994
4163,2005-04-20,39500,950,38600,39500,38400,177832
4164,2005-04-19,38550,150,38300,38900,38300,158785
4165,2005-04-18,38400,800,39000,39100,38250,353931
4166,2005-04-15,39200,200,39050,39450,39000,322940
4167,2005-04-14,39000,1450,40300,40450,39000,463514
4168,2005-04-13,40450,400,40450,40650,40050,153175
4169,2005-04-12,40050,600,40550,40850,40000,380474
4170,2005-04-11,40650,350,40850,41000,40600,231629
4171,2005-04-08,41000,0,41200,42000,40800,315936
4172,2005-04-07,41000,150,40550,41150,40450,495787
4173,2005-04-06,40850,850,40200,41000,39850,340015
4174,2005-04-04,40000,900,40550,41300,39950,480588
4175,2005-04-01,40900,100,40650,41250,40450,488226
4176,2005-03-31,41000,300,41200,41700,40700,309704
4177,2005-03-30,40700,300,41000,41250,40450,164576
4178,2005-03-29,41000,450,41500,41800,40600,261146
4179,2005-03-28,41450,900,40800,41800,40800,228882
4180,2005-03-25,40550,0,40500,41300,40500,174874
4181,2005-03-24,40550,350,40200,40850,39900,300510
4182,2005-03-23,40200,1150,40800,40900,40100,437014
4183,2005-03-22,41350,350,40800,41600,40500,470815
4184,2005-03-21,41000,300,40900,41300,40450,355233
4185,2005-03-18,41300,250,40600,41600,40600,463629
4186,2005-03-17,41550,950,41600,42000,41000,462135
4187,2005-03-16,42500,100,42400,42950,41500,357701
4188,2005-03-15,42400,1550,43950,44000,41900,871420
4189,2005-03-14,43950,1600,45000,45000,43500,607920
4190,2005-03-11,45550,150,45100,45800,45100,240832
4191,2005-03-10,45400,200,46000,46000,44850,393290
4192,2005-03-09,45600,0,44700,45600,44250,366677
4193,2005-03-08,45600,1300,46900,46900,45500,238385
4194,2005-03-07,46900,1100,45900,46900,45300,455990
4195,2005-03-04,45800,500,46500,46850,45700,278305
4196,2005-03-03,46300,600,46700,46900,45450,233754
4197,2005-03-02,46900,100,47800,49100,46750,565538
4198,2005-02-28,47000,850,46150,47700,46000,372772
4199,2005-02-25,46150,350,46000,46800,45700,293401
4200,2005-02-24,45800,500,45800,46100,44550,431034
4201,2005-02-23,45300,1200,45100,46000,43800,536173
4202,2005-02-22,46500,400,47100,47450,46050,549589
4203,2005-02-21,46900,900,47400,47500,46200,938239
4204,2005-02-18,46000,3150,43500,46800,43350,2063227
4205,2005-02-17,42850,1150,42450,43200,42050,1803309
4206,2005-02-16,41700,1000,41050,42900,40800,910705
4207,2005-02-15,40700,150,41000,41300,40650,592899
4208,2005-02-14,40550,700,39950,40850,39950,647221
4209,2005-02-11,39850,50,39800,40050,39400,303623
4210,2005-02-07,39800,300,39800,40150,39150,646641
4211,2005-02-04,39500,0,39450,39700,38250,383361
4212,2005-02-03,39500,650,38700,39500,38650,366616
4213,2005-02-02,38850,400,38500,38850,38450,295470
4214,2005-02-01,38450,300,38550,38600,38200,427304
4215,2005-01-31,38750,600,38000,39000,37850,794741
4216,2005-01-28,38150,450,38500,38500,38100,452527
4217,2005-01-27,38600,100,39050,39450,38550,292859
4218,2005-01-26,38700,200,38500,38900,38450,350736
4219,2005-01-25,38500,300,38600,38900,38450,212040
4220,2005-01-24,38800,200,38450,38900,38400,456448
4221,2005-01-21,38600,600,39150,39200,38200,670020
4222,2005-01-20,39200,1300,40100,40100,38900,886101
4223,2005-01-19,40500,100,40700,40750,40050,365025
4224,2005-01-18,40400,200,40100,40700,40100,411028
4225,2005-01-17,40200,500,39850,40600,39750,398978
4226,2005-01-14,39700,200,39500,40000,39450,818006
4227,2005-01-13,39500,700,40200,40400,39250,881896
4228,2005-01-12,40200,1000,41300,41300,39900,572627
4229,2005-01-11,41200,0,41200,41500,40600,250477
4230,2005-01-10,41200,350,41600,41600,41100,177435
4231,2005-01-07,41550,650,42200,42600,41550,285230
4232,2005-01-06,42200,750,41650,42800,41250,472736
4233,2005-01-05,41450,0,41200,41500,41150,193625
4234,2005-01-04,41450,250,41450,41650,41000,192535
4235,2005-01-03,41200,50,41750,41750,41200,302972
4236,2004-12-30,41250,250,41100,41250,40900,303549
4237,2004-12-29,41000,850,41000,41400,40800,360037
4238,2004-12-28,41850,50,41800,42000,41600,220381
4239,2004-12-27,41800,100,41650,42200,41600,132576
4240,2004-12-24,41900,100,42000,42200,41550,247983
4241,2004-12-23,42000,0,42000,42300,41700,163902
4242,2004-12-22,42000,150,42150,42700,41500,233853
4243,2004-12-21,42150,0,42150,42750,42100,214399
4244,2004-12-20,42150,850,41800,42600,41300,385092
4245,2004-12-17,41300,300,41850,42550,41300,264159
4246,2004-12-16,41600,150,41450,42300,41400,362402
4247,2004-12-15,41450,550,40800,41500,40800,323498
4248,2004-12-14,40900,400,40050,40900,40050,229373
4249,2004-12-13,40500,500,40700,40950,39850,663090
4250,2004-12-10,41000,1450,42200,42300,40750,826261
4251,2004-12-09,42450,1150,43300,43350,42100,556957
4252,2004-12-08,43600,200,43900,44250,43100,209405
4253,2004-12-07,43800,50,43700,43900,43500,305462
4254,2004-12-06,43750,50,43700,43750,43000,181870
4255,2004-12-03,43700,200,44400,44900,43200,235294
4256,2004-12-02,43900,500,44100,44550,43700,272083
4257,2004-12-01,43400,100,43700,43750,43250,77007
4258,2004-11-30,43500,200,43250,43650,42600,214892
4259,2004-11-29,43300,400,43200,43850,43150,150092
4260,2004-11-26,43700,50,44200,44350,43000,260676
4261,2004-11-25,43650,500,44100,44200,43450,150349
4262,2004-11-24,44150,350,44200,44350,43500,197000
4263,2004-11-23,43800,500,43300,44100,43300,288226
4264,2004-11-22,43300,200,43100,43400,42150,307792
4265,2004-11-19,43100,200,43300,44000,42700,304633
4266,2004-11-18,43300,950,44250,44500,42950,238880
4267,2004-11-17,44250,100,44600,44600,43800,295535
4268,2004-11-16,44150,50,44000,44700,43850,199955
4269,2004-11-15,44200,1000,43400,44700,43300,389170
4270,2004-11-12,43200,1150,42400,43600,42300,501619
4271,2004-11-11,42050,50,42000,42750,41900,330764
4272,2004-11-10,42000,300,41700,42350,41600,283807
4273,2004-11-09,42300,650,42900,42950,41700,275480
4274,2004-11-08,42950,350,43100,43200,42500,228969
4275,2004-11-05,42600,100,42900,43500,42600,353778
4276,2004-11-04,42500,200,42600,42600,41700,331561
4277,2004-11-03,42300,50,42400,42500,42100,376693
4278,2004-11-02,42250,450,41700,42250,41650,342093
4279,2004-11-01,41800,100,41850,41900,41400,261740
4280,2004-10-29,41900,300,41200,41900,41150,413762
4281,2004-10-28,42200,600,41400,42450,41400,483410
4282,2004-10-27,41600,150,42250,43200,41300,273590
4283,2004-10-26,41750,350,42000,42200,41200,226091
4284,2004-10-25,41400,800,41500,42300,41000,239787
4285,2004-10-22,42200,700,41200,42400,41200,229562
4286,2004-10-21,41500,900,42100,42400,40600,574794
4287,2004-10-20,42400,1350,43200,43600,42150,472928
4288,2004-10-19,43750,300,43700,44250,43500,214400
4289,2004-10-18,43450,200,43300,43750,43200,302854
4290,2004-10-15,43650,900,43850,44350,43200,559744
4291,2004-10-14,44550,400,43550,44900,43550,356177
4292,2004-10-13,44150,150,44900,45000,44100,312680
4293,2004-10-12,44300,1750,46200,46400,44000,344522
4294,2004-10-11,46050,550,44900,46100,44700,305808
4295,2004-10-08,45500,100,45050,46100,45050,437102
4296,2004-10-07,45600,200,46100,46100,45300,230091
4297,2004-10-06,45800,500,45700,46750,45050,517955
4298,2004-10-05,45300,300,45700,45700,45000,447069
4299,2004-10-04,45000,1400,43600,45250,43600,667179
4300,2004-10-01,43600,100,43200,43600,42900,480723
4301,2004-09-30,43700,550,44000,44750,42750,406964
4302,2004-09-24,44250,650,44400,44500,44000,242425
4303,2004-09-23,44900,750,44200,45150,44050,460770
4304,2004-09-22,44150,850,45100,45900,44150,482630
4305,2004-09-21,45000,500,44800,45700,44400,465033
4306,2004-09-20,44500,500,43950,45300,43900,415034
4307,2004-09-17,44000,400,44400,45350,44000,394408
4308,2004-09-16,44400,1050,43750,44700,43500,457843
4309,2004-09-15,43350,700,44050,44200,43300,191468
4310,2004-09-14,44050,550,44500,44700,43550,480480
4311,2004-09-13,43500,750,43400,44200,42900,497925
4312,2004-09-10,42750,750,42400,42750,42000,374554
4313,2004-09-09,42000,350,42000,42350,41350,333315
4314,2004-09-08,41650,250,41500,42550,41500,346208
4315,2004-09-07,41900,800,42300,42650,41500,375810
4316,2004-09-06,42700,900,44000,44000,42550,354101
4317,2004-09-03,43600,300,43350,44650,43150,532040
4318,2004-09-02,43300,400,43400,43950,42900,346726
4319,2004-09-01,43700,100,43700,44200,43350,284773
4320,2004-08-31,43800,200,43800,43800,43200,190540
4321,2004-08-30,44000,500,43050,44000,43050,429325
4322,2004-08-27,43500,450,43200,43500,42250,226722
4323,2004-08-26,43050,550,43000,43600,42900,322190
4324,2004-08-25,42500,750,41750,42700,41350,252050
4325,2004-08-24,41750,250,42800,42900,41050,245638
4326,2004-08-23,42000,500,42900,43600,42000,290148
4327,2004-08-20,42500,400,42000,43050,41700,400891
4328,2004-08-19,42100,400,42000,42500,41750,293402
4329,2004-08-18,41700,650,41050,41800,41000,334238
4330,2004-08-17,41050,450,42250,42350,40900,215757
4331,2004-08-16,41500,300,41500,42000,41000,343641
4332,2004-08-13,41800,2300,39400,41850,39000,1018030
4333,2004-08-12,39500,1400,38400,39500,37950,711840
4334,2004-08-11,38100,200,38400,39200,38050,641436
4335,2004-08-10,37900,600,36600,37900,36400,364190
4336,2004-08-09,37300,500,36600,37550,36250,207368
4337,2004-08-06,36800,900,36850,37350,36750,411920
4338,2004-08-05,37700,600,37300,38050,36500,407199
4339,2004-08-04,37100,200,36000,37100,35800,521112
4340,2004-08-03,36900,800,37800,37850,36100,717635
4341,2004-08-02,37700,1250,38500,38500,37050,593331
4342,2004-07-30,38950,1050,38150,39550,38150,609908
4343,2004-07-29,37900,50,38000,38200,37450,289604
4344,2004-07-28,37950,450,38200,38750,37400,400695
