,date,close,diff,open,high,low,volume
1103,2017-08-21,349000,0,352000,352000,347500,181004
1104,2017-08-18,349000,5500,339500,349500,339500,163964
1105,2017-08-17,343500,2000,345000,347500,342000,181488
1106,2017-08-16,345500,2000,348000,352000,343000,258739
1107,2017-08-14,343500,4000,343000,345000,339500,148005
1108,2017-08-11,339500,2000,330000,341500,329500,319347
1109,2017-08-10,337500,5000,332000,338500,331000,261606
1110,2017-08-09,332500,7500,335000,338000,331500,272997
1111,2017-08-08,340000,4000,345500,345500,335500,251640
1112,2017-08-07,344000,1500,344500,349500,342500,241835
1113,2017-08-04,342500,13500,329000,343000,329000,509506
1114,2017-08-03,329000,4500,333500,333500,325000,223188
1115,2017-08-02,333500,500,333500,334000,327000,245624
1116,2017-08-01,333000,5000,328500,335000,328000,228563
1117,2017-07-31,328000,5000,320000,329500,319500,212502
1118,2017-07-28,323000,8000,332000,333000,320000,224660
1119,2017-07-27,331000,4500,328500,331000,324500,149286
1120,2017-07-26,326500,2500,333500,334000,322500,246771
1121,2017-07-25,329000,6000,333000,334000,328000,264797
1122,2017-07-24,335000,6000,332500,336500,330500,345871
1123,2017-07-21,329000,3000,330000,338000,326500,396713
1124,2017-07-20,326000,7500,330000,330500,322000,420954
1125,2017-07-19,318500,8000,326500,326500,317000,300700
1126,2017-07-18,326500,7000,319500,327000,316000,313590
1127,2017-07-17,319500,1000,322000,322500,317500,282589
1128,2017-07-14,318500,4500,316500,321000,316000,399294
1129,2017-07-13,314000,14500,304000,315000,304000,896560
1130,2017-07-12,299500,500,298000,300000,295000,250718
1131,2017-07-11,299000,7500,291000,299000,291000,304052
1132,2017-07-10,291500,2500,288500,292000,285500,146503
1133,2017-07-07,289000,1000,288500,293000,287000,151570
1134,2017-07-06,290000,1000,292000,293500,288500,113140
1135,2017-07-05,291000,1000,290000,293000,286000,176809
1136,2017-07-04,290000,6500,297500,298000,288500,195257
1137,2017-07-03,296500,5500,294000,297500,293000,356166
1138,2017-06-30,291000,9000,281000,291500,280500,330131
1139,2017-06-29,282000,1500,282500,283500,280000,219741
1140,2017-06-28,280500,2500,284000,285000,279500,148004
1141,2017-06-27,283000,500,284000,287000,282500,225758
1142,2017-06-26,282500,1000,284000,285000,282500,135404
1143,2017-06-23,283500,3500,287500,288000,281500,222360
1144,2017-06-22,287000,7000,280500,287000,278500,331461
1145,2017-06-21,280000,4500,273500,281500,270000,281125
1146,2017-06-20,275500,3500,279500,280000,275000,165525
1147,2017-06-19,279000,1000,277500,279500,275500,157850
1148,2017-06-16,278000,1500,276500,283000,276500,289532
1149,2017-06-15,276500,4500,280000,280000,274500,361523
1150,2017-06-14,281000,11500,289500,290000,280000,669742
1151,2017-06-13,292500,3000,293500,297000,291000,269402
1152,2017-06-12,289500,3000,293500,296500,288500,191591
1153,2017-06-09,292500,3000,291000,297000,290000,371924
1154,2017-06-08,289500,1000,290000,292500,286000,390922
1155,2017-06-07,290500,1000,294000,294500,289000,291299
1156,2017-06-05,291500,2500,292000,294000,289000,292409
1157,2017-06-02,294000,9000,303500,304000,294000,424935
1158,2017-06-01,303000,1000,301000,305500,301000,196318
1159,2017-05-31,302000,4500,306000,308000,300500,263470
1160,2017-05-30,306500,3000,309500,309500,304000,260369
1161,2017-05-29,309500,5000,306500,311000,306000,400894
1162,2017-05-26,304500,8500,300000,306000,298000,538283
1163,2017-05-25,296000,6000,292000,296500,291000,298294
1164,2017-05-24,290000,500,292000,292000,288000,113315
1165,2017-05-23,289500,2500,286500,292000,286000,240357
1166,2017-05-22,287000,5000,281500,288500,281000,305798
1167,2017-05-19,282000,1500,280000,284500,280000,152117
1168,2017-05-18,280500,3500,280500,282500,276000,201563
1169,2017-05-17,284000,1500,285500,287500,282500,152412
1170,2017-05-16,285500,500,286500,289000,285000,172833
1171,2017-05-15,285000,2500,289500,289500,284500,145932
1172,2017-05-12,287500,2000,287000,289500,285000,201706
1173,2017-05-11,285500,7500,281000,286000,279000,318325
1174,2017-05-10,278000,2000,283500,285000,277500,352589
1175,2017-05-08,280000,4000,276000,280000,275000,314036
1176,2017-05-04,276000,1000,275000,279500,275000,160423
1177,2017-05-02,275000,1000,273500,278500,273500,237946
1178,2017-04-28,274000,7000,276500,279000,273500,211136
1179,2017-04-27,281000,1500,281000,283500,277500,171628
1180,2017-04-26,279500,0,282500,284500,279500,258794
1181,2017-04-25,279500,2000,283500,283500,276500,176156
1182,2017-04-24,281500,1500,284000,286000,281000,174272
1183,2017-04-21,280000,1000,279000,281500,278500,161029
1184,2017-04-20,279000,8500,276000,280000,275500,346429
1185,2017-04-19,270500,5500,277000,278500,270500,254640
1186,2017-04-18,276000,2500,278500,280000,275000,100626
1187,2017-04-17,278500,4000,274500,282500,274500,133099
1188,2017-04-14,274500,500,273000,276000,272500,109972
1189,2017-04-13,274000,8000,282500,282500,274000,295018
1190,2017-04-12,282000,1500,283000,283500,280000,122532
1191,2017-04-11,280500,500,280500,284500,277000,163171
1192,2017-04-10,281000,3500,284000,284500,279500,123570
1193,2017-04-07,284500,500,285500,287000,281500,144246
1194,2017-04-06,284000,500,283000,288000,280500,186872
1195,2017-04-05,284500,1500,285000,287500,279000,286902
1196,2017-04-04,283000,10000,290500,292000,283000,364169
1197,2017-04-03,293000,1000,296000,297000,290500,206581
1198,2017-03-31,294000,3000,298000,300000,294000,250456
1199,2017-03-30,297000,2500,298500,300000,293500,162306
1200,2017-03-29,299500,7000,296000,300000,294000,370123
1201,2017-03-28,292500,10000,285000,294000,284500,264727
1202,2017-03-27,282500,4000,286000,289000,281000,270917
1203,2017-03-24,286500,500,290000,290500,285500,232272
1204,2017-03-23,287000,3500,295000,299000,287000,355854
1205,2017-03-22,290500,4500,293000,295500,288000,295302
1206,2017-03-21,295000,12000,285000,296500,285000,526655
1207,2017-03-20,283000,3500,279500,283500,278500,188329
1208,2017-03-17,279500,1000,279500,279500,274500,207185
1209,2017-03-16,278500,2500,279000,282000,277500,222324
1210,2017-03-15,276000,2000,274000,276500,273000,178579
1211,2017-03-14,274000,5000,273000,277500,272000,269479
1212,2017-03-13,269000,2500,267000,270500,266500,169880
1213,2017-03-10,266500,3000,268500,269500,264000,369397
1214,2017-03-09,269500,3500,274000,274500,269000,274928
1215,2017-03-08,273000,4000,273500,277000,271000,296457
1216,2017-03-07,277000,1500,275500,279500,275000,153695
1217,2017-03-06,275500,6500,279000,280500,272000,415679
1218,2017-03-03,282000,5500,287500,287500,278000,381929
1219,2017-03-02,287500,4500,286000,288000,282000,411436
1220,2017-02-28,283000,500,281500,284500,279500,212901
1221,2017-02-27,282500,1500,282000,283000,277000,201230
1222,2017-02-24,281000,3000,285000,285000,279500,276766
1223,2017-02-23,284000,4500,281500,284000,279000,309140
1224,2017-02-22,279500,1500,281000,283000,279000,254219
1225,2017-02-21,278000,500,279000,280500,276500,186061
1226,2017-02-20,278500,1500,274000,278500,272000,198672
1227,2017-02-17,277000,2000,273000,278000,273000,162813
1228,2017-02-16,275000,7000,283500,283500,274500,322009
1229,2017-02-15,282000,5000,278500,283000,278000,229913
1230,2017-02-14,277000,2500,281500,282000,274500,242951
1231,2017-02-13,279500,1500,282000,282500,279000,190988
1232,2017-02-10,281000,9000,275000,281500,274000,371551
1233,2017-02-09,272000,1500,273000,275000,270500,165764
1234,2017-02-08,270500,2500,273000,274000,268000,162108
1235,2017-02-07,273000,4500,278500,278500,271500,165682
1236,2017-02-06,277500,2000,280000,282000,277000,202277
1237,2017-02-03,275500,1000,276000,277000,271500,192256
1238,2017-02-02,274500,2000,272500,279500,272500,313439
1239,2017-02-01,272500,10500,265000,273000,265000,249084
1240,2017-01-31,262000,8000,268500,270000,262000,324050
1241,2017-01-26,270000,6500,264500,274500,262500,325835
1242,2017-01-25,263500,500,265000,266000,262000,129004
1243,2017-01-24,263000,2500,264000,264500,260500,167168
1244,2017-01-23,265500,4500,262000,265500,261000,201425
1245,2017-01-20,261000,9500,266000,267000,259000,424426
1246,2017-01-19,270500,1000,272000,274000,265500,283405
1247,2017-01-18,271500,7000,278000,278500,270000,305022
1248,2017-01-17,278500,0,278000,284000,276000,218884
1249,2017-01-16,278500,4500,282000,283500,278000,198568
1250,2017-01-13,283000,2000,283000,287500,281000,283435
1251,2017-01-12,285000,5000,281000,287000,278500,321519
1252,2017-01-11,280000,12500,269000,281000,268000,559100
1253,2017-01-10,267500,3000,266500,270500,266000,192011
1254,2017-01-09,264500,1500,264500,267000,261500,124839
1255,2017-01-06,266000,1500,268000,268500,265000,84524
1256,2017-01-05,267500,1000,267000,268500,265000,148537
1257,2017-01-04,268500,6500,263000,269000,262000,255597
1258,2017-01-03,262000,9000,255000,264000,254000,253540
1259,2017-01-02,253000,8000,250000,255000,247500,294947
1260,2016-12-29,261000,0,263000,263000,255500,165816
1261,2016-12-28,261000,5500,263000,265000,260000,166227
1262,2016-12-27,266500,3500,264500,266500,261500,299387
1263,2016-12-26,263000,3500,266500,267000,261000,145603
1264,2016-12-23,266500,2500,266500,266500,263500,216506
1265,2016-12-22,264000,500,265000,265000,262000,171290
1266,2016-12-21,263500,5000,260500,264000,259000,217128
1267,2016-12-20,258500,1000,261500,263000,258000,207602
1268,2016-12-19,259500,8500,252000,260000,252000,352588
1269,2016-12-16,251000,2000,253000,256500,251000,163019
1270,2016-12-15,253000,6000,246000,255000,246000,254924
1271,2016-12-14,247000,7500,253000,255000,247000,198067
1272,2016-12-13,254500,5000,250500,254500,249000,184556
1273,2016-12-12,249500,2000,255500,256500,247500,225358
1274,2016-12-09,251500,500,250500,253500,248500,212022
1275,2016-12-08,252000,8000,246000,252000,245500,454072
1276,2016-12-07,244000,2000,242500,245000,242000,217310
1277,2016-12-06,242000,9000,235000,243000,233000,356666
1278,2016-12-05,233000,1500,231500,234500,228500,146501
1279,2016-12-02,231500,2000,230500,233500,229500,184880
1280,2016-12-01,229500,3000,230000,231000,227000,182583
1281,2016-11-30,226500,500,227000,229500,224500,209854
1282,2016-11-29,226000,1500,224500,226500,224500,148283
1283,2016-11-28,224500,2000,223000,226500,222000,280516
1284,2016-11-25,222500,3000,218500,223000,215500,249375
1285,2016-11-24,219500,15000,231000,232000,218000,808712
1286,2016-11-23,234500,2000,232500,236500,232000,172925
1287,2016-11-22,232500,2000,232500,234000,230500,180910
1288,2016-11-21,230500,3000,232000,234500,230500,186522
1289,2016-11-18,233500,6000,239000,239500,233500,181603
1290,2016-11-17,239500,1500,238000,240000,236000,95003
1291,2016-11-16,238000,2500,243000,243000,238000,152133
1292,2016-11-15,240500,5000,234500,241500,233000,233269
1293,2016-11-14,235500,1000,236500,237000,233000,240941
1294,2016-11-11,236500,4500,240000,243000,235500,297575
1295,2016-11-10,241000,1000,247000,247500,240000,404141
1296,2016-11-09,242000,10500,254000,255000,237500,472018
1297,2016-11-08,252500,2500,253500,254500,250000,185393
1298,2016-11-07,250000,5500,245500,250000,245000,228503
1299,2016-11-04,244500,500,243500,245000,242500,104504
1300,2016-11-03,245000,2000,243500,245500,242000,170120
1301,2016-11-02,243000,1500,243500,244500,241000,133183
1302,2016-11-01,244500,2000,245500,246000,240500,149572
1303,2016-10-31,246500,5000,240500,246500,240500,188980
1304,2016-10-28,241500,4000,243000,245000,240000,195127
1305,2016-10-27,245500,3500,242500,247000,242500,166754
1306,2016-10-26,242000,6500,246000,246500,239500,291821
1307,2016-10-25,248500,2500,252500,253000,246000,297371
1308,2016-10-24,251000,500,252000,254500,250500,211346
1309,2016-10-21,250500,500,252000,252500,249500,203091
1310,2016-10-20,251000,6500,248500,253000,248000,403226
1311,2016-10-19,244500,500,242500,249500,242000,415140
1312,2016-10-18,245000,5000,240500,245500,240000,419090
1313,2016-10-17,240000,7500,234000,240000,232500,283643
1314,2016-10-14,232500,2000,231000,235500,230000,256461
1315,2016-10-13,230500,6500,236500,237000,230500,299144
1316,2016-10-12,237000,2000,233500,238500,233000,248384
1317,2016-10-11,235000,2500,235000,238000,232500,302622
1318,2016-10-10,232500,1000,234000,237000,231500,257172
1319,2016-10-07,233500,500,235000,235500,232000,262507
1320,2016-10-06,234000,6000,238500,239500,233000,430401
1321,2016-10-05,240000,2500,237500,240000,237000,172292
1322,2016-10-04,237500,4000,243000,243000,237000,252151
1323,2016-09-30,241500,2500,242000,243000,239000,242273
1324,2016-09-29,244000,2000,245000,247500,243500,253285
1325,2016-09-28,242000,2000,246000,246000,242000,185517
1326,2016-09-27,244000,1500,242500,245000,242000,238189
1327,2016-09-26,242500,3500,242000,244000,241500,227794
1328,2016-09-23,239000,500,240000,242000,238000,238213
1329,2016-09-22,238500,2500,244500,245000,238500,272299
1330,2016-09-21,241000,8500,233500,241000,232500,376149
1331,2016-09-20,232500,500,233000,235000,230000,408531
1332,2016-09-19,233000,4500,234000,235000,227500,696631
1333,2016-09-13,237500,8000,248500,249500,237000,589842
1334,2016-09-12,245500,3000,245000,252500,244000,244829
1335,2016-09-09,248500,500,248000,250000,247000,159837
1336,2016-09-08,248000,1500,252000,252500,247500,266658
1337,2016-09-07,249500,2000,252500,256000,249500,505160
1338,2016-09-06,251500,15500,261000,264500,250500,773416
1339,2016-09-05,267000,4000,265500,268000,265000,131630
1340,2016-09-02,263000,7000,267500,268500,262500,241400
1341,2016-09-01,270000,500,271500,271500,267000,149894
1342,2016-08-31,270500,6500,264500,271000,263500,247093
1343,2016-08-30,264000,500,265000,266500,263500,102645
1344,2016-08-29,263500,5000,265000,266000,262000,206256
1345,2016-08-26,268500,500,268000,270500,267000,122172
1346,2016-08-25,268000,1000,265000,269500,261000,165231
1347,2016-08-24,267000,2000,269500,273000,267000,190556
1348,2016-08-23,269000,500,270500,271500,263000,268098
1349,2016-08-22,268500,6500,269000,276000,267500,449990
1350,2016-08-19,262000,3000,260000,263000,258000,199995
1351,2016-08-18,259000,3500,263500,264500,258000,152561
1352,2016-08-17,262500,1000,262000,263500,258500,120690
1353,2016-08-16,261500,3500,265000,265500,260500,199852
1354,2016-08-12,265000,3500,265000,269000,264500,220552
1355,2016-08-11,261500,4000,266000,267000,260000,194226
1356,2016-08-10,265500,8000,260000,268500,259500,542350
1357,2016-08-09,257500,9500,248000,258000,246000,287596
1358,2016-08-08,248000,1500,247500,249000,246000,150119
1359,2016-08-05,246500,4500,252000,253000,246500,178401
1360,2016-08-04,251000,1500,252500,253500,249500,163442
1361,2016-08-03,249500,1500,249000,250500,246000,128706
1362,2016-08-02,251000,6000,255500,258500,250500,221254
1363,2016-08-01,257000,13500,244000,257000,244000,362747
1364,2016-07-29,243500,1000,242500,249500,242500,248177
1365,2016-07-28,242500,4000,246500,247500,241500,172604
1366,2016-07-27,246500,0,248000,248500,245000,148775
1367,2016-07-26,246500,3500,242500,247000,242000,210022
1368,2016-07-25,243000,2500,241000,243500,240000,224512
1369,2016-07-22,240500,8500,250500,250500,238500,657471
1370,2016-07-21,249000,7000,256500,259000,248000,330939
1371,2016-07-20,256000,3000,259500,260500,255000,130951
1372,2016-07-19,259000,1500,260500,262000,257500,144119
1373,2016-07-18,257500,500,260500,262500,256500,144360
1374,2016-07-15,258000,2000,259000,260000,255500,205077
1375,2016-07-14,256000,2500,252500,256000,251000,164915
1376,2016-07-13,253500,1500,256000,257000,251500,157337
1377,2016-07-12,252000,3000,253000,255000,248500,164395
1378,2016-07-11,255000,7500,245000,257000,245000,289664
1379,2016-07-08,247500,2000,250000,252000,245500,147738
1380,2016-07-07,249500,1000,250000,252500,248000,253246
1381,2016-07-06,248500,13000,259500,259500,247500,429129
1382,2016-07-05,261500,1000,262500,265000,261000,158091
1383,2016-07-04,262500,4500,258000,263500,256500,172075
1384,2016-07-01,258000,2000,259000,259500,256000,152999
1385,2016-06-30,260000,3000,263500,263500,255500,432127
1386,2016-06-29,257000,18500,245500,258000,245500,488673
1387,2016-06-28,238500,0,235500,239500,234500,368958
1388,2016-06-27,238500,1500,231000,240500,230000,418524
1389,2016-06-24,240000,13000,256500,257000,238500,602804
1390,2016-06-23,253000,2500,257000,259000,252000,250258
1391,2016-06-22,255500,2000,258000,258500,253500,313149
1392,2016-06-21,257500,9500,255500,258500,252000,470967
1393,2016-06-20,267000,8000,263000,271000,262000,230356
1394,2016-06-17,259000,1000,262500,265000,258000,180871
1395,2016-06-16,260000,2000,261500,266500,257500,202304
1396,2016-06-15,262000,2000,263500,266000,262000,148681
1397,2016-06-14,264000,5000,270000,272500,263000,197945
1398,2016-06-13,269000,3500,270000,271500,267500,130612
1399,2016-06-10,272500,1500,270000,274000,269500,124118
1400,2016-06-09,271000,1000,274500,276500,271000,297430
1401,2016-06-08,272000,6500,266000,274500,266000,259639
1402,2016-06-07,265500,3000,265500,267000,264000,282837
1403,2016-06-03,262500,6500,270500,271500,262000,350595
1404,2016-06-02,269000,500,271500,272000,268500,200647
1405,2016-06-01,269500,1500,270000,272500,269000,220614
1406,2016-05-31,271000,2000,272500,273000,269500,265130
1407,2016-05-30,273000,2000,276000,276000,268000,237756
1408,2016-05-27,275000,2500,272000,277500,272000,265168
1409,2016-05-26,272500,1500,275000,276000,272000,165260
1410,2016-05-25,274000,4000,274000,275000,271500,142606
1411,2016-05-24,270000,4000,274000,276500,270000,134599
1412,2016-05-23,274000,500,276000,277000,273000,117317
1413,2016-05-20,274500,3500,272000,275000,270500,170722
1414,2016-05-19,271000,500,270500,273500,270000,183792
1415,2016-05-18,270500,15000,281000,282500,269000,593107
1416,2016-05-17,285500,2000,286500,287000,282000,97724
1417,2016-05-16,283500,2000,280000,286000,278000,124005
1418,2016-05-13,281500,6500,290000,290000,280500,161954
1419,2016-05-12,288000,0,285500,289000,283000,121884
1420,2016-05-11,288000,6000,285000,289000,283000,207556
1421,2016-05-10,282000,4000,276000,284000,276000,247991
1422,2016-05-09,278000,10500,286000,287500,277500,381972
1423,2016-05-04,288500,3500,290000,292500,286000,271472
1424,2016-05-03,292000,4000,298500,299000,292000,169863
1425,2016-05-02,296000,1000,295000,299000,294000,109497
1426,2016-04-29,297000,6000,303000,303500,295500,234333
1427,2016-04-28,303000,4000,310000,310000,301500,207219
1428,2016-04-27,307000,2500,305500,310000,305500,133822
1429,2016-04-26,304500,5500,310500,312500,302000,256191
1430,2016-04-25,310000,2000,311000,311000,308000,234676
1431,2016-04-22,308000,8000,313500,317500,307500,490750
1432,2016-04-21,316000,6000,325500,326500,310000,578514
1433,2016-04-20,322000,4500,328500,330000,321000,189831
1434,2016-04-19,326500,10500,339500,341000,324500,277154
1435,2016-04-18,337000,2000,332500,337000,329000,154786
1436,2016-04-15,335000,3500,338000,339500,332500,166290
1437,2016-04-14,338500,12000,337500,338500,331000,332481
1438,2016-04-12,326500,6500,320500,327000,319000,133390
1439,2016-04-11,320000,500,321500,325500,319500,100121
1440,2016-04-08,319500,1500,316500,322000,315500,126900
1441,2016-04-07,321000,1500,322000,327000,320500,146547
1442,2016-04-06,319500,3500,315000,321500,312000,163771
1443,2016-04-05,316000,10500,323500,326000,314500,229102
1444,2016-04-04,326500,9000,319000,328500,318000,169983
1445,2016-04-01,317500,10000,325500,326000,315000,266621
1446,2016-03-31,327500,3500,333500,335500,325500,235289
1447,2016-03-30,331000,7500,325000,333000,324000,306348
1448,2016-03-29,323500,4000,321500,323500,318500,127014
1449,2016-03-28,319500,3500,323500,324000,317500,110018
1450,2016-03-25,323000,4500,318500,325000,316500,170806
1451,2016-03-24,318500,8500,311000,319500,310000,212304
1452,2016-03-23,310000,3500,314000,314500,308500,130971
1453,2016-03-22,313500,0,314000,316500,311000,120158
1454,2016-03-21,313500,500,318500,322000,311500,244343
1455,2016-03-18,314000,0,315000,317500,308500,210607
1456,2016-03-17,314000,7000,310000,316500,310000,271115
1457,2016-03-16,307000,5000,302000,307000,302000,172377
1458,2016-03-15,302000,1500,302000,307000,301500,168253
1459,2016-03-14,303500,7000,300000,303500,297000,196344
1460,2016-03-11,296500,1500,294000,299000,293500,178612
1461,2016-03-10,295000,1000,296500,298000,294500,260931
1462,2016-03-09,296000,2000,295500,300500,292000,180728
1463,2016-03-08,298000,1500,297000,302000,297000,139563
1464,2016-03-07,299500,1500,300500,301500,298000,174584
1465,2016-03-04,298000,10000,306500,307500,297000,294991
1466,2016-03-03,308000,4000,313500,317500,305000,232125
1467,2016-03-02,312000,12000,305000,315000,304000,431708
1468,2016-02-29,300000,6500,294000,301000,292500,211647
1469,2016-02-26,293500,3500,300000,301000,292000,172110
1470,2016-02-25,297000,1500,301000,301500,296000,136060
1471,2016-02-24,295500,4000,299500,307500,295000,190266
1472,2016-02-23,299500,4000,310000,310000,299500,156369
1473,2016-02-22,303500,0,303000,307000,300000,130584
1474,2016-02-19,303500,8500,293000,303500,291000,195785
1475,2016-02-18,295000,10000,292500,297500,290500,217481
1476,2016-02-17,285000,8500,291000,293500,285000,250841
1477,2016-02-16,293500,12500,280500,294000,279000,276592
1478,2016-02-15,281000,2000,287500,291000,280000,207001
1479,2016-02-12,283000,3000,283500,287500,274000,259768
1480,2016-02-11,286000,15000,290000,295000,286000,212021
1481,2016-02-05,301000,1000,304000,306500,298000,229611
1482,2016-02-04,302000,13000,292000,303000,290500,363336
1483,2016-02-03,289000,3000,283000,289000,282000,151007
1484,2016-02-02,286000,3000,286500,294000,284500,195433
1485,2016-02-01,289000,6500,290000,292500,286000,352393
1486,2016-01-29,295500,500,292000,296500,290500,270782
1487,2016-01-28,296000,3000,294500,298000,287500,337794
1488,2016-01-27,293000,14500,285500,294500,283500,667777
1489,2016-01-26,278500,23500,291500,294000,273000,1139086
1490,2016-01-25,302000,1500,307500,316000,301000,323409
1491,2016-01-22,303500,2000,310500,313000,296000,320297
1492,2016-01-21,305500,10500,294500,307500,294000,249775
1493,2016-01-20,295000,12000,305000,307500,292500,256561
1494,2016-01-19,307000,2500,306000,308000,301000,180390
1495,2016-01-18,304500,7500,304500,310000,303000,336776
1496,2016-01-15,312000,10000,325500,328000,311500,291967
1497,2016-01-14,322000,9500,325000,329500,321500,188304
1498,2016-01-13,331500,9000,327500,334000,325000,131219
1499,2016-01-12,322500,0,325500,327500,318000,232715
1500,2016-01-11,322500,7500,330000,330500,322500,172504
1501,2016-01-08,330000,7000,315000,331500,315000,272946
1502,2016-01-07,323000,15000,337000,341000,323000,341202
1503,2016-01-06,338000,1500,340000,342000,336500,203327
1504,2016-01-05,339500,2000,337500,341500,337000,235142
1505,2016-01-04,341500,13000,332500,344500,329000,316361
1506,2015-12-30,328500,3500,333500,333500,326500,170894
1507,2015-12-29,332000,1500,331000,332500,327500,145462
1508,2015-12-28,333500,4500,335500,337500,330500,146737
1509,2015-12-24,338000,1500,343000,343500,337500,158117
1510,2015-12-23,339500,6500,333500,343500,333500,255014
1511,2015-12-22,333000,1000,332000,333500,328000,106523
1512,2015-12-21,332000,0,331000,337000,329000,146084
1513,2015-12-18,332000,1500,329500,335000,328000,193236
1514,2015-12-17,333500,13000,327000,333500,321500,374642
1515,2015-12-16,320500,7500,320000,324000,318000,332261
1516,2015-12-15,313000,10000,327000,327000,311000,276667
1517,2015-12-14,323000,3500,323500,329000,319000,218398
1518,2015-12-11,326500,12500,317000,327500,316000,289629
1519,2015-12-10,314000,1000,315000,317500,305000,243025
1520,2015-12-09,315000,8000,308500,318000,308000,200597
1521,2015-12-08,307000,500,305000,311500,304500,135616
1522,2015-12-07,306500,2500,313500,314000,306000,151914
1523,2015-12-04,309000,6500,310000,314000,309000,179325
1524,2015-12-03,315500,0,315000,319000,311500,129685
1525,2015-12-02,315500,6500,322500,323500,315500,140717
1526,2015-12-01,322000,4000,318000,324500,318000,159183
1527,2015-11-30,318000,3000,317500,323000,313000,365371
1528,2015-11-27,321000,3000,324000,325500,318000,135494
1529,2015-11-26,324000,2000,322000,331500,321500,161002
1530,2015-11-25,322000,12000,332000,333000,321500,248609
1531,2015-11-24,334000,12000,322500,335000,320000,295793
1532,2015-11-23,322000,500,323000,324000,318000,227567
1533,2015-11-20,322500,3500,327500,332500,321500,246226
1534,2015-11-19,326000,13000,317500,327500,317000,319695
1535,2015-11-18,313000,500,313500,319000,310000,174571
1536,2015-11-17,313500,19500,301000,316500,298500,336995
1537,2015-11-16,294000,5500,294000,298000,293000,140792
1538,2015-11-13,299500,1500,295000,305000,294000,228823
1539,2015-11-12,298000,1500,298000,301500,294500,140900
1540,2015-11-11,296500,0,295500,299000,286500,203856
1541,2015-11-10,296500,0,292000,301000,292000,180697
1542,2015-11-09,296500,7500,300000,303000,289000,290803
1543,2015-11-06,304000,0,301500,306500,300500,168141
1544,2015-11-05,304000,11500,312000,313500,303000,270565
1545,2015-11-04,315500,3500,321000,321500,314000,152967
1546,2015-11-03,319000,4500,317500,321000,314500,203944
1547,2015-11-02,314500,10000,303500,315000,303500,232306
1548,2015-10-30,304500,10500,314500,315000,303500,312826
1549,2015-10-29,315000,0,315000,318500,311500,290250
1550,2015-10-28,315000,15000,306000,322000,306000,671657
1551,2015-10-27,300000,3000,295500,300000,290500,159406
1552,2015-10-26,297000,0,300000,300000,295000,130804
1553,2015-10-23,297000,6500,296000,299000,293000,173499
1554,2015-10-22,290500,3500,292500,294500,286000,153558
1555,2015-10-21,294000,3500,290500,297000,290000,219305
1556,2015-10-20,290500,0,289500,294000,288000,194476
1557,2015-10-19,290500,1500,297500,298000,287000,392479
1558,2015-10-16,289000,1500,287000,291500,282500,194238
1559,2015-10-15,287500,16500,273000,289000,272000,347515
1560,2015-10-14,271000,13000,280000,282000,270000,309186
1561,2015-10-13,284000,3000,287000,287000,280000,191854
1562,2015-10-12,287000,2000,287000,294000,285500,223050
1563,2015-10-08,289000,2000,289500,290000,284000,180161
1564,2015-10-07,287000,1500,288000,293000,284500,152608
1565,2015-10-06,285500,2500,292000,297500,285000,219350
1566,2015-10-05,288000,11500,278000,292000,278000,389828
1567,2015-10-02,276500,11500,282500,285000,276500,285419
1568,2015-10-01,288000,2500,282500,288500,278000,390644
1569,2015-09-30,285500,18500,264500,285500,264500,547594
1570,2015-09-25,267000,1000,270000,271000,264000,192856
1571,2015-09-24,268000,2000,267000,273000,264000,237070
1572,2015-09-23,266000,8000,254000,271000,253500,535466
1573,2015-09-22,258000,2000,261000,263500,256000,185351
1574,2015-09-21,256000,8000,257500,261500,254500,204512
1575,2015-09-18,264000,7000,258000,268000,253000,281776
1576,2015-09-17,257000,6000,254000,266500,252000,398046
1577,2015-09-16,251000,17500,236000,254000,235500,444532
1578,2015-09-15,233500,1000,233500,236000,230500,93496
1579,2015-09-14,234500,4000,232500,235500,229000,161653
1580,2015-09-11,230500,5500,233500,237000,230500,155880
1581,2015-09-10,236000,4500,226500,236000,225500,179861
1582,2015-09-09,231500,14500,221500,232500,220000,275402
1583,2015-09-08,217000,2500,219500,221000,215000,147319
1584,2015-09-07,219500,2000,219500,223000,216500,164343
1585,2015-09-04,221500,5500,226500,229500,220000,191696
1586,2015-09-03,227000,1500,232000,233000,225000,184978
1587,2015-09-02,228500,2000,223000,230000,222000,272695
1588,2015-09-01,230500,3500,240000,242500,230000,232544
1589,2015-08-31,234000,6500,241000,241500,233000,220700
1590,2015-08-28,240500,14000,241000,246000,238000,387353
1591,2015-08-27,226500,500,230000,230500,222500,257133
1592,2015-08-26,226000,7000,219500,229000,214000,282032
1593,2015-08-25,219000,2500,219000,228000,212000,202144
1594,2015-08-24,216500,4000,219500,225000,208000,368453
1595,2015-08-21,220500,500,220000,225500,216500,261379
1596,2015-08-20,221000,3500,219000,226500,219000,145649
1597,2015-08-19,224500,7500,230000,233500,219500,195767
1598,2015-08-18,232000,5500,234500,235000,229500,174599
1599,2015-08-17,237500,12000,235000,238000,230000,338388
1600,2015-08-13,225500,12500,213500,227500,213500,335314
1601,2015-08-12,213000,9500,217000,219000,206500,445564
1602,2015-08-11,222500,0,228500,230000,222500,274325
1603,2015-08-10,222500,15500,236000,236500,218500,397436
